Time,Heartrate,HRV
0:16:38,79.98,98.36
0:16:39,78.73,97.53
0:16:40,77.92,98.34
0:16:41,78.93,97.57
0:16:42,79.65,98.25
0:16:43,81.05,97.99
0:16:44,81.43,97.9
0:16:45,80.31,97.92
0:16:46,78.36,97.54
0:16:47,77.22,97.96
0:16:48,76.13,97.8
0:16:49,74.2,98.23
0:16:50,73.18,97.41
0:16:51,74.13,97.81
0:16:52,72.52,97.96
0:16:53,74.28,97.52
0:16:54,72.6,98.16
0:16:55,71.97,97.91
0:16:56,71.08,97.49
0:16:57,69.8,97.41
0:16:58,69.58,98.01
0:16:59,71.48,97.79
0:17:00,57.49,98.19
0:17:01,71.94,97.63
0:17:02,72.27,98.02
0:17:03,73.87,97.86
0:17:04,74.72,97.93
0:17:05,74.17,97.64
0:17:06,73.01,98.35
0:17:07,71.71,97.96
0:17:08,70.55,97.63
0:17:09,69.24,97.46
0:17:10,70.14,97.93
0:17:11,70.85,97.37
0:17:12,70.02,97.94
0:17:13,70.51,97.53
0:17:14,71.05,97.5
0:17:15,88.22,98.22
0:17:16,69.3,97.64
0:17:17,57.51,97.37
0:17:18,68.77,98.31
0:17:19,70.23,97.97
0:17:20,68.86,97.54
0:17:21,68.33,97.81
0:17:22,66.85,97.59
0:17:23,65.7,97.92
0:17:24,67.42,98.21
0:17:25,68.03,97.57
0:17:26,68.33,97.59
0:17:27,68.28,97.96
0:17:28,66.47,98.26
0:17:29,66.26,97.68
0:17:30,66.42,97.4
0:17:31,66.48,98.14
0:17:32,67.5,97.89
0:17:33,67.07,98.3
0:17:34,68.62,97.57
0:17:35,67.03,97.41
0:17:36,68.01,98.27
0:17:37,49.35,98.32
0:17:38,68.36,98.25
0:17:39,66.84,97.95
0:17:40,65.05,97.39
0:17:41,66.33,98.0
0:17:42,66.0,97.98
0:17:43,66.47,97.62
0:17:44,66.51,98.06
0:17:45,66.54,97.48
0:17:46,65.45,97.81
0:17:47,65.52,98.18
0:17:48,65.48,97.6
0:17:49,65.41,97.52
0:17:50,65.65,97.47
0:17:51,66.74,98.02
0:17:52,66.01,98.05
0:17:53,64.12,98.23
0:17:54,63.74,98.25
0:17:55,62.83,97.49
0:17:56,61.55,98.19
0:17:57,61.2,98.25
0:17:58,60.45,98.07
0:17:59,59.63,98.0
0:18:00,59.79,97.68
0:18:01,61.36,97.83
0:18:02,61.91,97.61
0:18:03,61.72,97.87
0:18:04,63.54,97.76
0:18:05,64.65,98.24
0:18:06,66.39,98.13
0:18:07,68.03,97.46
0:18:08,68.49,97.71
0:18:09,67.07,97.8
0:18:10,68.72,97.7
0:18:11,54.05,98.04
0:18:12,68.22,97.81
0:18:13,68.97,98.12
0:18:14,68.6,98.15
0:18:15,67.03,98.24
0:18:16,68.87,97.8
0:18:17,68.24,97.66
0:18:18,66.85,98.19
0:18:19,68.46,97.96
0:18:20,67.16,98.13
0:18:21,65.95,97.74
0:18:22,65.65,98.29
0:18:23,47.0,98.31
0:18:24,65.05,97.57
0:18:25,65.69,97.92
0:18:26,67.68,98.27
0:18:27,66.86,98.01
0:18:28,65.32,97.44
0:18:29,65.39,98.13
0:18:30,64.02,97.57
0:18:31,65.29,98.1
0:18:32,64.2,97.51
0:18:33,65.78,97.79
0:18:34,66.74,97.81
0:18:35,65.57,97.55
0:18:36,65.37,97.87
0:18:37,66.37,97.98
0:18:38,66.58,97.67
0:18:39,65.22,97.67
0:18:40,64.43,97.46
0:18:41,64.17,98.3
0:18:42,66.06,98.15
0:18:43,66.62,98.03
0:18:44,67.89,98.36
0:18:45,68.81,97.97
0:18:46,70.15,97.46
0:18:47,68.22,97.39
0:18:48,66.26,97.63
0:18:49,65.0,97.65
0:18:50,63.8,97.43
0:18:51,63.36,97.66
0:18:52,62.48,97.73
0:18:53,63.23,97.96
0:18:54,61.35,97.47
0:18:55,60.07,98.0
0:18:56,60.91,97.88
0:18:57,61.86,97.82
0:18:58,80.0,97.5
0:18:59,80.09,97.64
0:19:00,80.0,97.44
0:19:01,81.09,98.31
0:19:02,82.46,98.2
0:19:03,83.72,97.43
0:19:04,85.0,98.17
0:19:05,84.83,98.04
0:19:06,85.18,97.57
0:19:07,85.69,97.45
0:19:08,85.8,97.46
0:19:09,86.04,97.86
0:19:10,87.42,98.18
0:19:11,87.83,97.59
0:19:12,87.44,97.91
0:19:13,88.74,97.39
0:19:14,88.34,98.02
0:19:15,89.23,97.81
0:19:16,89.55,97.88
0:19:17,89.12,97.93
0:19:18,89.23,98.05
0:19:19,90.41,98.32
0:19:20,90.56,98.08
0:19:21,91.02,98.2
0:19:22,91.68,98.3
0:19:23,92.89,98.02
0:19:24,92.53,98.23
0:19:25,92.7,97.66
0:19:26,92.64,97.84
0:19:27,92.09,97.36
0:19:28,93.32,97.45
0:19:29,93.79,97.79
0:19:30,93.57,98.16
0:19:31,92.99,98.01
0:19:32,93.8,97.83
0:19:33,93.38,97.52
0:19:34,93.18,97.82
0:19:35,105.52,97.7
0:19:36,95.5,97.34
0:19:37,96.23,97.31
0:19:38,97.07,97.91
0:19:39,98.44,97.55
0:19:40,99.0,98.18
0:19:41,99.02,97.59
0:19:42,99.67,98.25
0:19:43,100.76,97.88
0:19:44,101.09,97.36
0:19:45,101.5,97.79
0:19:46,101.59,97.8
0:19:47,102.41,97.82
0:19:48,102.27,97.44
0:19:49,101.95,97.71
0:19:50,101.89,97.26
0:19:51,102.38,97.7
0:19:52,101.9,97.8
0:19:53,102.21,98.0
0:19:54,103.4,97.18
0:19:55,102.93,97.94
0:19:56,103.63,97.18
0:19:57,103.79,97.75
0:19:58,104.33,97.97
0:19:59,104.87,97.49
0:20:00,105.07,97.42
0:20:01,105.59,98.01
0:20:02,105.18,97.78
0:20:03,105.47,97.51
0:20:04,106.19,97.37
0:20:05,107.38,98.03
0:20:06,108.54,97.38
0:20:07,108.29,97.98
0:20:08,108.19,97.94
0:20:09,107.62,97.55
0:20:10,108.25,97.67
0:20:11,108.59,97.02
0:20:12,108.75,97.89
0:20:13,110.0,97.01
0:20:14,110.0,97.57
0:20:15,110.0,97.28
0:20:16,109.47,97.84
0:20:17,110.0,97.61
0:20:18,109.59,97.82
0:20:19,109.96,97.22
0:20:20,109.9,96.93
0:20:21,110.0,97.02
0:20:22,110.0,97.53
0:20:23,110.0,96.9
0:20:24,110.0,97.57
0:20:25,110.0,96.99
0:20:26,110.0,96.98
0:20:27,109.58,97.47
0:20:28,110.0,97.03
0:20:29,109.89,97.45
0:20:30,109.56,96.93
0:20:31,109.35,97.1
0:20:32,110.0,97.76
0:20:33,108.06,97.75
0:20:34,107.75,96.89
0:20:35,108.15,97.72
0:20:36,106.53,97.84
0:20:37,105.28,96.94
0:20:38,104.14,97.13
0:20:39,103.61,97.09
0:20:40,103.61,96.9
0:20:41,104.69,97.56
0:20:42,103.58,97.22
0:20:43,105.51,97.45
0:20:44,120.94,97.7
0:20:45,106.78,97.13
0:20:46,108.62,97.07
0:20:47,108.99,97.22
0:20:48,110.0,97.73
0:20:49,110.0,97.82
0:20:50,108.67,97.68
0:20:51,108.01,96.86
0:20:52,109.98,97.46
0:20:53,109.76,97.4
0:20:54,108.67,97.48
0:20:55,108.84,97.01
0:20:56,110.0,97.66
0:20:57,108.92,97.05
0:20:58,109.01,97.64
0:20:59,108.35,97.79
0:21:00,108.77,96.98
0:21:01,108.42,97.43
0:21:02,107.27,97.34
0:21:03,106.76,97.72
0:21:04,105.02,97.81
0:21:05,103.99,97.21
0:21:06,104.09,97.13
0:21:07,104.65,97.07
0:21:08,104.72,97.82
0:21:09,103.53,97.29
0:21:10,105.08,97.51
0:21:11,105.8,97.65
0:21:12,106.99,97.67
0:21:13,106.35,97.77
0:21:14,105.46,97.8
0:21:15,103.68,97.66
0:21:16,103.2,97.64
0:21:17,102.04,97.61
0:21:18,100.76,96.99
0:21:19,99.23,97.15
0:21:20,98.65,97.6
0:21:21,99.97,97.61
0:21:22,101.64,97.89
0:21:23,101.64,97.88
0:21:24,100.31,97.24
0:21:25,99.68,97.93
0:21:26,99.5,97.77
0:21:27,97.82,97.2
0:21:28,98.25,97.42
0:21:29,97.43,97.29
0:21:30,98.58,97.24
0:21:31,98.17,97.94
0:21:32,98.53,97.65
0:21:33,97.25,97.69
0:21:34,107.43,97.57
0:21:35,97.68,97.68
0:21:36,98.27,97.97
0:21:37,99.88,97.42
0:21:38,99.09,97.39
0:21:39,97.39,97.13
0:21:40,96.46,97.73
0:21:41,95.27,97.95
0:21:42,96.38,98.01
0:21:43,94.43,97.37
0:21:44,94.72,97.4
0:21:45,95.93,97.93
0:21:46,95.69,97.65
0:21:47,95.46,97.17
0:21:48,110.66,97.68
0:21:49,92.93,97.69
0:21:50,92.18,97.95
0:21:51,90.69,98.0
0:21:52,90.44,97.24
0:21:53,90.0,98.13
0:21:54,91.87,97.36
0:21:55,91.38,98.1
0:21:56,92.0,97.9
0:21:57,93.79,97.66
0:21:58,92.05,97.74
0:21:59,91.5,98.12
0:22:00,93.13,97.34
0:22:01,93.82,97.36
0:22:02,94.41,97.51
0:22:03,94.66,97.86
0:22:04,93.77,97.71
0:22:05,93.92,97.36
0:22:06,92.86,97.55
0:22:07,91.98,97.27
0:22:08,91.35,97.71
0:22:09,91.03,97.65
0:22:10,90.32,97.5
0:22:11,90.91,97.64
0:22:12,90.4,97.95
0:22:13,89.76,97.48
0:22:14,88.92,97.46
0:22:15,89.37,97.77
0:22:16,89.43,97.57
0:22:17,88.59,98.21
0:22:18,88.52,97.49
0:22:19,88.07,98.13
0:22:20,87.95,98.18
0:22:21,87.83,98.07
0:22:22,88.57,97.86
0:22:23,88.96,97.78
0:22:24,89.22,97.77
0:22:25,89.49,98.27
0:22:26,90.2,97.61
0:22:27,89.51,98.15
0:22:28,89.57,97.52
0:22:29,89.48,98.28
0:22:30,89.78,97.38
0:22:31,89.19,97.68
0:22:32,89.1,97.32
0:22:33,89.63,97.47
0:22:34,90.35,97.85
0:22:35,90.52,97.5
0:22:36,91.24,97.69
0:22:37,91.12,97.87
0:22:38,91.54,97.79
0:22:39,90.5,98.02
0:22:40,89.64,97.68
0:22:41,89.33,97.99
0:22:42,89.29,97.57
0:22:43,88.23,98.11
0:22:44,88.89,97.87
0:22:45,88.86,98.08
0:22:46,88.39,97.67
0:22:47,88.87,98.14
0:22:48,87.95,97.7
0:22:49,87.58,97.85
0:22:50,87.11,97.93
0:22:51,86.15,97.75
0:22:52,86.68,98.31
0:22:53,104.68,97.92
0:22:54,85.73,97.68
0:22:55,85.52,97.45
0:22:56,86.2,97.42
0:22:57,86.05,97.64
0:22:58,86.27,98.3
0:22:59,85.54,97.67
0:23:00,86.08,98.28
0:23:01,85.97,98.13
0:23:02,85.72,98.35
0:23:03,85.55,97.62
0:23:04,84.68,97.96
0:23:05,83.85,98.15
0:23:06,83.58,97.68
0:23:07,82.86,98.16
0:23:08,82.29,97.44
0:23:09,82.89,98.32
0:23:10,82.23,97.59
0:23:11,94.08,98.35
0:23:12,80.56,97.47
0:23:13,80.97,98.18
0:23:14,81.63,97.88
0:23:15,80.7,97.69
0:23:16,80.86,98.28
0:23:17,81.32,98.13
0:23:18,81.49,97.4
0:23:19,80.81,98.26
0:23:20,80.4,97.59
0:23:21,80.09,97.89
0:23:22,80.39,98.13
0:23:23,80.76,97.37
0:23:24,80.42,98.01
0:23:25,79.93,98.29
0:23:26,80.11,97.38
0:23:27,79.03,97.79
0:23:28,78.32,98.17
0:23:29,77.71,98.01
0:23:30,77.59,97.47
0:23:31,77.06,98.19
0:23:32,77.43,98.36
0:23:33,77.02,98.02
0:23:34,76.4,97.84
0:23:35,75.9,97.58
0:23:36,75.28,97.84
0:23:37,74.38,97.57
0:23:38,74.5,97.74
0:23:39,74.55,98.35
0:23:40,73.75,97.41
0:23:41,73.84,97.99
0:23:42,74.66,97.97
0:23:43,75.38,97.71
0:23:44,74.73,97.89
0:23:45,74.73,97.4
0:23:46,75.25,98.24
0:23:47,75.22,97.58
0:23:48,74.53,97.57
0:23:49,73.91,97.67
0:23:50,74.38,97.94
0:23:51,73.63,98.21
0:23:52,73.4,97.63
0:23:53,72.34,98.2
0:23:54,72.48,98.22
0:23:55,73.33,98.35
0:23:56,73.44,97.71
0:23:57,73.65,97.79
0:23:58,73.84,97.62
0:23:59,73.76,97.74
0:24:00,72.89,97.91
0:24:01,71.91,98.01
0:24:02,71.41,98.31
0:24:03,71.41,97.6
0:24:04,70.75,97.73
0:24:05,70.34,98.34
0:24:06,69.61,98.32
0:24:07,68.55,98.15
0:24:08,67.89,97.72
0:24:09,68.37,98.35
0:24:10,69.01,98.13
0:24:11,68.89,97.98
0:24:12,68.01,98.01
0:24:13,66.9,97.97
0:24:14,66.23,97.86
0:24:15,66.11,97.85
0:24:16,66.83,97.75
0:24:17,66.32,97.71
0:24:18,66.32,97.51
0:24:19,65.26,98.2
0:24:20,65.82,98.34
0:24:21,65.54,98.02
0:24:22,65.9,97.93
0:24:23,66.2,98.12
0:24:24,65.35,98.25
0:24:25,65.35,97.58
0:24:26,64.9,97.48
0:24:27,65.36,98.17
0:24:28,65.42,97.82
0:24:29,66.1,97.91
0:24:30,65.61,97.7
0:24:31,65.42,98.35
0:24:32,66.02,97.59
0:24:33,65.03,98.11
0:24:34,64.5,97.78
0:24:35,64.04,97.94
0:24:36,63.45,97.74
0:24:37,63.73,98.07
0:24:38,63.99,97.65
0:24:39,64.32,98.26
0:24:40,63.83,98.23
0:24:41,63.59,98.1
0:24:42,62.74,97.52
0:24:43,62.47,97.64
0:24:44,63.27,97.8
0:24:45,64.01,97.59
0:24:46,64.32,97.49
0:24:47,64.21,98.29
0:24:48,64.29,98.06
0:24:49,63.19,97.53
0:24:50,62.2,97.76
0:24:51,62.48,98.07
0:24:52,61.48,98.24
0:24:53,60.36,97.49
0:24:54,60.69,97.79
0:24:55,43.98,97.75
0:24:56,62.34,97.67
0:24:57,62.29,97.75
0:24:58,61.22,97.68
0:24:59,61.31,98.16
0:25:00,61.05,97.61
0:25:01,60.77,97.91
0:25:02,61.54,97.39
0:25:03,61.33,97.96
0:25:04,61.53,97.71
0:25:05,61.96,98.3
0:25:06,62.35,97.41
0:25:07,62.57,97.37
0:25:08,62.82,98.18
0:25:09,63.49,97.39
0:25:10,62.48,98.28
0:25:11,62.19,98.07
0:25:12,61.65,98.05
0:25:13,62.03,98.3
0:25:14,61.68,98.31
0:25:15,61.6,97.65
0:25:16,60.71,98.26
0:25:17,61.45,98.12
0:25:18,61.66,97.37
0:25:19,60.74,97.52
0:25:20,61.54,97.6
0:25:21,62.02,98.34
0:25:22,62.65,97.67
0:25:23,62.08,98.07
0:25:24,61.14,97.73
0:25:25,60.5,97.42
0:25:26,60.2,97.48
0:25:27,60.0,97.45
0:25:28,60.0,98.05
0:25:29,60.0,97.96
0:25:30,60.0,97.98
0:25:31,60.0,97.44
0:25:32,60.0,97.69
0:25:33,60.0,98.21
0:25:34,60.0,97.37
0:25:35,60.27,97.54
0:25:36,60.0,97.4
0:25:37,60.48,98.29
0:25:38,60.64,97.61
0:25:39,61.13,98.15
0:25:40,60.51,97.93
0:25:41,60.0,98.3
0:25:42,60.82,97.91
0:25:43,61.68,98.15
0:25:44,61.55,97.67
0:25:45,62.21,97.95
0:25:46,61.98,97.5
0:25:47,61.02,97.39
0:25:48,60.83,98.23
0:25:49,61.33,97.82
0:25:50,62.17,98.0
0:25:51,62.79,97.83
0:25:52,63.61,97.59
0:25:53,61.77,97.68
0:25:54,63.23,97.56
0:25:55,63.67,97.64
0:25:56,63.58,97.71
0:25:57,64.98,98.27
0:25:58,66.82,97.57
0:25:59,66.29,97.97
0:26:00,64.68,98.34
0:26:01,66.54,98.26
0:26:02,67.93,98.14
0:26:03,68.33,98.13
0:26:04,67.99,98.3
0:26:05,48.2,97.9
0:26:06,70.04,97.38
0:26:07,69.09,97.68
0:26:08,69.13,97.82
0:26:09,67.45,98.26
0:26:10,69.27,98.25
0:26:11,68.64,98.12
0:26:12,70.04,97.46
0:26:13,70.88,98.07
0:26:14,69.56,97.83
0:26:15,71.08,98.04
0:26:16,71.34,98.22
0:26:17,70.69,97.66
0:26:18,70.82,97.75
0:26:19,69.01,97.6
0:26:20,70.07,97.61
0:26:21,71.16,97.78
0:26:22,70.2,97.85
0:26:23,72.07,97.42
0:26:24,72.97,97.56
0:26:25,72.63,98.26
0:26:26,71.92,97.52
0:26:27,70.7,97.4
0:26:28,71.55,97.56
0:26:29,56.2,97.69
0:26:30,72.39,97.5
0:26:31,72.6,97.36
0:26:32,72.37,98.03
0:26:33,73.17,97.7
0:26:34,73.63,97.62
0:26:35,62.84,97.73
0:26:36,73.95,97.85
0:26:37,73.08,97.39
0:26:38,71.81,97.61
0:26:39,72.82,97.39
0:26:40,74.49,97.93
0:26:41,76.13,97.5
0:26:42,75.03,97.46
0:26:43,73.57,98.02
0:26:44,72.48,97.97
0:26:45,71.19,97.95
0:26:46,71.35,98.19
0:26:47,70.23,97.45
0:26:48,71.5,97.94
0:26:49,70.49,98.23
0:26:50,71.53,98.0
0:26:51,72.69,98.09
0:26:52,71.67,97.73
0:26:53,73.58,97.9
0:26:54,74.97,97.55
0:26:55,73.88,97.74
0:26:56,71.92,98.25
0:26:57,70.31,97.51
0:26:58,71.83,97.43
0:26:59,71.89,97.86
0:27:00,71.97,98.19
0:27:01,70.7,97.93
0:27:02,70.72,97.44
0:27:03,69.31,97.39
0:27:04,67.81,97.73
0:27:05,68.66,97.8
0:27:06,67.3,97.91
0:27:07,67.18,98.33
0:27:08,66.35,97.74
0:27:09,65.45,98.17
0:27:10,66.34,97.59
0:27:11,65.43,98.04
0:27:12,65.44,97.71
0:27:13,64.78,98.01
0:27:14,66.42,98.08
0:27:15,64.8,98.19
0:27:16,63.5,97.69
0:27:17,62.14,97.53
0:27:18,62.98,98.35
0:27:19,64.27,97.87
0:27:20,65.9,97.68
0:27:21,67.41,97.41
0:27:22,69.25,97.48
0:27:23,70.18,97.97
0:27:24,71.68,97.4
0:27:25,71.65,97.44
0:27:26,71.14,98.34
0:27:27,70.6,98.25
0:27:28,68.87,97.38
0:27:29,68.4,97.61
0:27:30,68.39,97.76
0:27:31,66.98,98.04
0:27:32,66.72,97.47
0:27:33,65.39,98.24
0:27:34,63.88,98.19
0:27:35,65.51,98.03
0:27:36,66.29,97.65
0:27:37,66.36,98.03
0:27:38,65.3,97.67
0:27:39,65.83,98.34
0:27:40,64.71,97.49
0:27:41,64.36,97.98
0:27:42,65.88,97.98
0:27:43,64.45,97.53
0:27:44,64.06,97.6
0:27:45,62.08,97.88
0:27:46,47.56,98.19
0:27:47,61.08,97.85
0:27:48,59.83,97.88
0:27:49,60.94,97.45
0:27:50,60.1,97.68
0:27:51,60.49,97.87
0:27:52,61.4,98.1
0:27:53,60.84,98.21
0:27:54,59.93,98.33
0:27:55,58.55,98.31
0:27:56,57.47,97.86
0:27:57,58.64,97.82
0:27:58,59.42,98.06
0:27:59,61.21,98.0
0:28:00,61.55,98.1
0:28:01,62.39,98.33
0:28:02,63.46,97.59
0:28:03,62.05,98.1
0:28:04,63.5,98.22
0:28:05,64.59,97.43
0:28:06,64.18,98.19
0:28:07,65.09,98.27
0:28:08,63.26,97.59
0:28:09,62.46,97.51
0:28:10,61.76,97.82
0:28:11,62.03,98.07
0:28:12,63.3,97.53
0:28:13,47.1,98.3
0:28:14,61.78,97.98
0:28:15,59.86,97.57
0:28:16,60.69,97.76
0:28:17,61.8,98.02
0:28:18,62.95,98.02
0:28:19,64.82,98.25
0:28:20,62.92,98.29
0:28:21,64.68,97.47
0:28:22,63.92,97.73
0:28:23,62.28,97.67
0:28:24,63.57,97.86
0:28:25,62.18,98.15
0:28:26,63.22,97.53
0:28:27,63.07,97.93
0:28:28,61.83,97.53
0:28:29,61.35,98.0
0:28:30,63.01,98.17
0:28:31,62.9,97.5
0:28:32,61.31,97.72
0:28:33,63.18,97.81
0:28:34,63.27,97.71
0:28:35,63.97,97.6
0:28:36,62.57,98.11
0:28:37,63.3,98.34
0:28:38,64.17,98.12
0:28:39,64.76,97.99
0:28:40,63.29,97.89
0:28:41,64.56,98.07
0:28:42,65.01,97.52
0:28:43,66.2,97.96
0:28:44,65.36,98.35
0:28:45,64.3,97.53
0:28:46,63.72,97.37
0:28:47,64.55,97.84
0:28:48,49.74,97.49
0:28:49,64.71,98.26
0:28:50,65.24,97.55
0:28:51,65.66,98.05
0:28:52,65.78,97.53
0:28:53,66.46,97.98
0:28:54,67.66,97.79
0:28:55,67.6,98.11
0:28:56,67.7,97.9
0:28:57,69.44,97.81
0:28:58,67.81,97.66
0:28:59,68.52,97.83
0:29:00,69.17,97.64
0:29:01,69.04,97.48
0:29:02,70.29,97.89
0:29:03,72.29,98.18
0:29:04,73.09,98.36
0:29:05,72.02,97.91
0:29:06,70.58,97.86
0:29:07,72.22,97.67
0:29:08,71.07,97.97
0:29:09,72.55,98.0
0:29:10,72.66,97.49
0:29:11,71.72,97.64
0:29:12,73.06,97.62
0:29:13,73.24,98.24
0:29:14,72.49,98.19
0:29:15,70.96,98.09
0:29:16,70.03,97.97
0:29:17,69.96,97.96
0:29:18,69.47,97.49
0:29:19,70.81,97.94
0:29:20,71.53,98.0
0:29:21,73.5,98.12
0:29:22,73.56,97.41
0:29:23,73.71,97.96
0:29:24,72.07,97.42
0:29:25,73.41,97.66
0:29:26,74.55,97.7
0:29:27,74.14,97.64
0:29:28,72.87,98.3
0:29:29,71.16,97.4
0:29:30,69.69,97.68
0:29:31,67.81,98.33
0:29:32,69.81,97.82
0:29:33,69.67,97.42
0:29:34,69.53,98.17
0:29:35,69.88,98.33
0:29:36,69.59,97.95
0:29:37,69.7,98.15
0:29:38,71.68,97.59
0:29:39,58.44,98.13
0:29:40,71.02,97.71
0:29:41,72.13,97.85
0:29:42,72.04,98.22
0:29:43,73.62,97.8
0:29:44,73.35,97.84
0:29:45,74.29,97.75
0:29:46,72.9,97.45
0:29:47,73.25,97.47
0:29:48,72.06,98.22
0:29:49,72.62,97.78
0:29:50,71.6,97.57
0:29:51,71.63,97.57
0:29:52,69.65,97.82
0:29:53,70.36,97.43
0:29:54,69.82,98.17
0:29:55,71.5,97.75
0:29:56,72.46,97.48
0:29:57,74.18,98.12
0:29:58,72.78,97.6
0:29:59,74.71,98.19
0:30:00,76.29,97.55
0:30:01,75.38,97.64
0:30:02,74.27,97.63
0:30:03,74.06,97.97
0:30:04,75.87,98.14
0:30:05,74.15,97.41
0:30:06,72.48,97.83
0:30:07,58.81,98.33
0:30:08,75.49,97.82
0:30:09,74.67,97.47
0:30:10,75.19,98.0
0:30:11,75.68,97.8
0:30:12,74.91,97.41
0:30:13,76.19,97.69
0:30:14,77.81,98.24
0:30:15,78.58,98.36
0:30:16,79.64,97.81
0:30:17,79.58,98.03
0:30:18,78.45,97.56
0:30:19,79.76,97.61
0:30:20,80.37,98.15
0:30:21,78.44,97.92
0:30:22,77.02,98.32
0:30:23,75.18,97.59
0:30:24,74.35,97.6
0:30:25,75.46,98.19
0:30:26,75.99,97.62
0:30:27,75.91,97.71
0:30:28,76.13,97.44
0:30:29,75.81,97.63
0:30:30,77.26,97.74
0:30:31,77.02,97.55
0:30:32,79.0,97.91
0:30:33,78.7,97.39
0:30:34,78.68,98.04
0:30:35,80.2,98.25
0:30:36,81.2,97.17
0:30:37,83.09,97.93
0:30:38,68.59,98.16
0:30:39,80.58,97.38
0:30:40,80.72,98.22
0:30:41,80.95,97.51
0:30:42,80.3,97.76
0:30:43,79.39,98.26
0:30:44,78.82,98.23
0:30:45,77.62,98.2
0:30:46,77.98,97.92
0:30:47,77.67,97.48
0:30:48,76.61,97.99
0:30:49,75.66,97.97
0:30:50,75.47,97.45
0:30:51,76.43,97.53
0:30:52,76.71,97.4
0:30:53,77.38,97.89
0:30:54,75.65,98.02
0:30:55,75.1,97.97
0:30:56,74.74,97.48
0:30:57,75.88,98.02
0:30:58,74.47,97.71
0:30:59,74.03,97.99
0:31:00,73.58,97.63
0:31:01,75.5,98.1
0:31:02,75.97,98.17
0:31:03,74.04,97.45
0:31:04,74.72,98.11
0:31:05,75.7,97.45
0:31:06,75.96,97.67
0:31:07,75.67,97.71
0:31:08,77.25,98.19
0:31:09,76.29,97.85
0:31:10,86.76,97.53
0:31:11,72.93,97.83
0:31:12,72.63,97.78
0:31:13,71.98,97.77
0:31:14,70.32,97.51
0:31:15,69.56,98.16
0:31:16,70.14,98.31
0:31:17,55.68,98.06
0:31:18,71.01,98.05
0:31:19,70.8,98.21
0:31:20,71.28,97.84
0:31:21,71.58,98.11
0:31:22,73.33,98.01
0:31:23,71.63,98.25
0:31:24,72.52,97.65
0:31:25,72.89,97.99
0:31:26,72.13,98.34
0:31:27,73.52,97.89
0:31:28,74.57,97.84
0:31:29,76.33,97.58
0:31:30,77.2,97.87
0:31:31,77.0,97.88
0:31:32,78.51,97.93
0:31:33,77.64,98.2
0:31:34,77.81,97.57
0:31:35,78.13,97.86
0:31:36,79.79,97.57
0:31:37,81.7,97.62
0:31:38,83.57,98.19
0:31:39,83.17,98.05
0:31:40,82.49,98.18
0:31:41,80.67,97.7
0:31:42,81.25,98.12
0:31:43,81.91,97.55
0:31:44,80.12,97.78
0:31:45,80.53,97.55
0:31:46,82.4,97.72
0:31:47,81.2,97.45
0:31:48,80.1,97.53
0:31:49,79.19,98.19
0:31:50,77.24,98.24
0:31:51,75.79,97.63
0:31:52,74.11,97.95
0:31:53,74.29,98.2
0:31:54,75.44,97.5
0:31:55,76.97,98.1
0:31:56,75.01,97.62
0:31:57,55.11,97.71
0:31:58,75.58,97.81
0:31:59,100.0,97.9
0:32:00,101.11,97.45
0:32:01,100.79,97.66
0:32:02,101.72,97.44
0:32:03,101.53,97.39
0:32:04,101.97,97.58
0:32:05,101.75,98.08
0:32:06,102.32,97.7
0:32:07,116.4,97.51
0:32:08,104.17,97.88
0:32:09,104.37,98.06
0:32:10,105.1,97.73
0:32:11,106.21,97.66
0:32:12,105.66,98.01
0:32:13,105.98,97.89
0:32:14,105.73,97.73
0:32:15,106.53,97.87
0:32:16,107.2,97.97
0:32:17,107.48,97.58
0:32:18,108.01,97.28
0:32:19,109.03,98.02
0:32:20,108.42,98.02
0:32:21,108.02,97.26
0:32:22,118.05,97.95
0:32:23,108.26,97.82
0:32:24,107.75,97.51
0:32:25,107.82,97.99
0:32:26,121.86,97.18
0:32:27,107.92,97.88
0:32:28,107.41,97.7
0:32:29,108.12,97.17
0:32:30,107.99,97.47
0:32:31,107.52,97.14
0:32:32,107.06,97.94
0:32:33,106.95,97.25
0:32:34,106.61,97.17
0:32:35,106.97,97.49
0:32:36,107.96,97.21
0:32:37,108.49,97.8
0:32:38,109.42,97.34
0:32:39,109.15,97.26
0:32:40,108.57,97.13
0:32:41,108.9,97.64
0:32:42,109.17,97.47
0:32:43,108.56,97.33
0:32:44,108.31,97.72
0:32:45,108.01,96.9
0:32:46,108.79,97.27
0:32:47,108.44,97.24
0:32:48,108.44,97.48
0:32:49,108.52,97.44
0:32:50,109.3,97.75
0:32:51,108.92,97.29
0:32:52,109.09,97.2
0:32:53,109.15,97.66
0:32:54,108.8,96.85
0:32:55,109.22,96.87
0:32:56,108.65,97.07
0:32:57,109.54,97.05
0:32:58,109.17,97.46
0:32:59,108.41,97.34
0:33:00,107.79,97.27
0:33:01,108.11,97.68
0:33:02,108.31,97.66
0:33:03,108.51,96.97
0:33:04,108.59,97.11
0:33:05,108.28,97.59
0:33:06,109.2,97.12
0:33:07,110.28,97.39
0:33:08,111.28,97.55
0:33:09,111.8,97.2
0:33:10,111.21,97.79
0:33:11,111.71,97.25
0:33:12,111.98,97.35
0:33:13,111.88,97.13
0:33:14,111.92,97.52
0:33:15,112.83,97.06
0:33:16,112.79,97.28
